link,Attraction_Title,Segmento,Attration_rate,Attration_evaluation,Name_of_contributor,Tittle_of_Contribution,Rate_of_contribution,Date_of_contribution,Contribution,Numbers_of_fotos,Attration_Excellent,Attration_Very_good,Attration_Average,Attration_Poor,Attration_Terrible,Reviews_user,Origin_of_contributor,Contributor_activity,Date_of_visit,Helpful_to,Reviews_rating,Reviews_title,Reviews_body,Who_is_asking,Where_the_asker_is_from,Asker_activity,Question,Aswer,Answer_activity,Answer_orign,Answer,Length_of_review,Grupo
NA,Praia Ponta das Canárias - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,POUSADAAQUARIUM,"-22.7615608,-41.9183639",23,Feita em 8 de outubro de 2015,2,5,A maior Ilha do Delta do Parnaíba,"A maior de todas as Ilhas do Delta, bastante habitada, há um restaurante onde a comida é farta e maravilhosa (desculpe mas esqueci o nome) a vista é maravilhosa e o banho permitido... voltaria quantas vezes fosse possível... realmente vale a pena a
ida as Canárias",NA,NA,NA,NA,NA,NA,NA,NA,46,Promotor
NA,Praia Ponta das Canárias - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Renata R,"-5.0937396,-42.74107815",113,Feita em 7 de julho de 2015,0,5,Lugar cercado pela natureza.,"A praia é geralmente parada para quem visita o Delta do Parnaíba, em meio a uma vista de encher a alma, tem ainda restaurante para repor as energias.",NA,NA,NA,NA,NA,NA,NA,NA,28,Promotor
NA,Praia Ponta das Canárias - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Antonielen C,"-22.85845405,-43.8045528",14,Feita em 28 de junho de 2015,1,4,Fique atento as correntes,"Uma das paradas do passeio ao Delta, a praia tem areia muito fofa, e correnteza forte. Os guias ficam sempre indicando os locais apropriados para o banho. Gostei pelo passeio e pelo visual.",NA,NA,NA,NA,NA,NA,NA,NA,33,Promotor
NA,Praia Ponta das Canárias - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paulo M,"Cachoeiro de Itapemirim, ES",1172,Feita em 26 de maio de 2015,2,5,Vista panorâmica,"No passeio do Delta do Parnaíba, é bom agendar um café da manhã, ou almoço na Pousada Casa de Caboclo, na Ponta das Canárias. O local é limpo e os proprietários que atendem e muito bem. Não deixe de subir na torre do mirante e desfrutar de uma vista panorâmica extraordinária.",NA,NA,NA,NA,NA,NA,NA,NA,51,Promotor
NA,Praia Ponta das Canárias - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,832vera,"-25.4951166,-49.2897982",27,Feita em 24 de maio de 2015,1,5,Vista e restaurante muito bom,"Muito limpo, sem moscas, comida boa com valores razoáveis, mirante, pousada bonita, banheiros bons.
Fomos de lancha, tomamos banho e ficamos uma meia hora na água morna. Como estávamos somente em casal o valor da lancha foi caro, mas vimos um braço do delta, um lado o Maranhão e o outro o Piaui.",NA,NA,NA,NA,NA,NA,NA,NA,53,Promotor
NA,Praia Ponta das Canárias - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,martakeppler,"-23.6824124,-46.5952992",577,Feita em 6 de maio de 2015,0,5,No caminho do Delta uma parada para um almoço gostoso,"Conhecemos a ilha quando paramos para almoçar na Casa do Caboclo em nosso passeio ao delta do rio Parnaiba. Fomos super bem recebidos pelo pessoal que fez um almoço muito gostoso. Conhecemos o lugar, almoçamos e demos uma descansada para seguir caminho. Valeu a pena!",NA,NA,NA,NA,NA,NA,NA,NA,45,Promotor
NA,Praia Ponta das Canárias - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drikka1976,NA,33,Feita em 27 de abril de 2015,0,5,Linda!!!,"É mais um beleza do Parnaíba, conta com boa estrutura para receber turistas. Ideal para banhos e saborear um boa comida.",NA,NA,NA,NA,NA,NA,NA,NA,21,Promotor
NA,Praia Ponta das Canárias - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KateChagas,"-23.6824124,-46.5952992",65,Feita em 20 de abril de 2015,0,5,Natureza pura,"Lugar muito bonito, com muita natureza, animais e preservado. Vale a pena conhecer esse belo local ainda intocado.",NA,NA,NA,NA,NA,NA,NA,NA,18,Promotor
NA,Praia Ponta das Canárias - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RICARDOL10,"-8.04217355,-34.9378489",76,Feita em 19 de abril de 2015,0,2,nada de interessante.,As lanchas que fazem o transporte são poucas e demoradas e o local não tem que interesse ao turista.,NA,NA,NA,NA,NA,NA,NA,NA,19,Detrator
NA,Praia Ponta das Canárias - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MariaDoCarmoQuirino,"-20.28219155,-40.2857037",2698,Feita em 19 de abril de 2015,1,4,Bem relaxante,"No caminho do Delta fica a Ilha das Canárias e sua praia. Passamos por ela no passeio que fizemos com o barco grande. Esse passeio não para na ilha das Canárias. No dia seguinte combinamos com uma agencia o passeio de lancha e desta vez descemos na ilha, almoçamos no restaurante Casa de Caboclo, bem perto do cais. Lá existem redes para descansar olhando o rio, existe um mirante no qual você avista uma parte muito linda do Delta do Parnaíba.",NA,NA,NA,NA,NA,NA,NA,NA,81,Promotor
NA,Praia Ponta das Canárias - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,claudicruz,"-5.0937396,-42.74107815",105,Feita em 10 de abril de 2015,1,5,linda,"a paisagem é linda, lugar muito agradável e aconchegante, comida excelente, com boas opções. pessoas muito gentis. lugar ideal para desligar do mundo.",NA,NA,NA,NA,NA,NA,NA,NA,23,Promotor
NA,Praia Ponta das Canárias - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mesquitta2016,"-18.92207175,-48.2635649",4520,Feita em 9 de abril de 2015,1,5,Bonito,"A Ponta das Canárias é o melhor local do Delta do Parnaiba, tem bons restaurantes, estrutura razoável. Vale conferir.",NA,NA,NA,NA,NA,NA,NA,NA,19,Promotor
NA,Praia Ponta das Canárias - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nelson G,"-22.28202705,-48.1280803",103,Feita em 25 de março de 2015,0,5,bom,"tem um restaurante logo no ancourador que eu recomendo,tem tambem um docinho famoso,mas a comida e bem melhor.Se voce pedir uma caipirinha de caju ,corre o risco de falarem que nao tem,mas ,andando uns 10 mts vc encontra um cajueiro nos fundos do restaurante.Tem um redario pra ajudar na digestao e um miradouro,q recomendo antes do almoco.",NA,NA,NA,NA,NA,NA,NA,NA,57,Promotor
NA,Praia Ponta das Canárias - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Claudio S,"-2.5606322,-44.258122",56,Feita em 14 de fevereiro de 2015,2,5,Praia linda.,"Quando você faz o passeio pelo Delta das Américas, está incluso o passeio por várias praias, incluindo a ponta das canárias. Imperdível!",NA,NA,NA,NA,NA,NA,NA,NA,22,Promotor
NA,Praia Ponta das Canárias - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terezinha F,"-3.7081597,-38.6840231",24,Feita em 24 de novembro de 2014,0,4,Muito bom,"Muito linda, mas perigosa para banho. Ondas fortes e a praia tem muitos buracos fundos. Vale seguir orientação dos guias turísticos que indicam melhor local pra banho.",NA,NA,NA,NA,NA,NA,NA,NA,27,Promotor
NA,Praia Ponta das Canárias - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Izaias P,"-15.72176215,-47.93735785",10,Feita em 25 de agosto de 2014,0,5,àguas calmas e quentes.,"Uma das paradas obrigatórias para que vai de passeio de barco no Delta. Esta praia é bastante calma porém, para adultos e crianças que não sabem nadar merece cuidados por ter pontos profundos.",NA,NA,NA,NA,NA,NA,NA,NA,33,Promotor
NA,Praia Ponta das Canárias - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Robson C,"-5.79991895,-35.22224415",67,Feita em 6 de agosto de 2014,1,5,Essa é muito Linda vale apena e lá para apreciar a natureza,"Para chegar a praia dos canaria vc tem que pegar um barco a praia e natureza pura e muita tranquilidade, não deixe de conhecer muito bella",NA,NA,NA,NA,NA,NA,NA,NA,26,Promotor
NA,Praia Ponta das Canárias - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fegomide,"-20.07572725,-43.89263395",406,Feita em 4 de julho de 2014,0,5,Linda,Depois de percorrer o Rio Parnaíba passando por manguezais e igarapés chegar a Praia Ponta das Canárias é fechar com chave de ouro o passeio pelo Delta do Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,29,Promotor
NA,Praia Ponta das Canárias - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MicheleOgg,"-27.57159545,-48.47027915",580,Feita em 20 de maio de 2014,0,4,Passeio do Delta,"Um das paradas do passeio pelo Delta do Parnaiba, eh nas Ilhas Canarias! O lugar é em bonito e possui uma boa infraestrutura (até para hospedagem) num lugar chamado Casa do Caboclo.",NA,NA,NA,NA,NA,NA,NA,NA,32,Promotor
NA,Praia Ponta das Canárias - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Humberto P,"-15.7759057,-47.79711685",130,Feita em 6 de maio de 2014,0,5,Um passeio e vários lugares para conhecer e desfrutar,"Os passeios de lancha pelo delta parnaiba oferece aos turistas uma parada na Ilha das Canárias, onde tem uma pousada chamada Pousada Casa de Caboclo onde tem um restaurante com comidas especiais de peixes pescados no local, frescos e bem escolhidos. Lá tem rede para descanso, vista panorâmica por quase todo o Delta. Essa Ilha pertence ao Estado do Maranhão que faz divisa com o Piaui. O Passeio também para em praias onde tem mar e rio. Imperdível!!!",NA,NA,NA,NA,NA,NA,NA,NA,78,Promotor
NA,Praia Ponta das Canárias - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Helio G,"-23.6824124,-46.5952992",346,Feita em 25 de abril de 2014,0,4,água quentinha,"a praia é linda, agradável, gostosa, e não muito cheia. Suas águas são quentinhas. Muito boa para ir com crianças também.",NA,NA,NA,NA,NA,NA,NA,NA,21,Promotor
NA,Praia Ponta das Canárias - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luciavale091,"-15.7759057,-47.79711685",312,Feita em 21 de março de 2014,0,5,linda praia,Simplesmente maravilhosa e encantadora além de uma vista maravilhosa está em um lugar paradisíaco  A temperatura da água também é maravilhosa .,NA,NA,NA,NA,NA,NA,NA,NA,22,Promotor
NA,Praia Ponta das Canárias - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MARIA O,"-15.7759057,-47.79711685",4,Feita em 21 de fevereiro de 2014,1,4,Lindíssima!,"Fiz uma visita muito rápida a esta praia e fiquei encantada com a beleza dos ""laguinhos"" formados pelo movimento da maré.",NA,NA,NA,NA,NA,NA,NA,NA,21,Promotor
NA,Praia Ponta das Canárias - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gerardo C,"-5.0937396,-42.74107815",33,Feita em 16 de fevereiro de 2014,0,4,Conforto nas ilhas do delta,"O Restaurante recanto dos pássaros de propriedade do Sr. Osvaldo, fica localizado na ilha de Canárias perto da foz do rio Parnaíba. No local funciona uma pousada com bonitos Chalés e um confortável mirante com vista para toda a ilha. Recomenda-se peixes de água salgada ao molho de alcaparra.",NA,NA,NA,NA,NA,NA,NA,NA,49,Promotor
NA,Praia Ponta das Canárias - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eluzair s,"-22.2675427,-43.8082404",68,Feita em 25 de novembro de 2013,0,4,lindo,local para o descanço para a família onde todos pode se deliciar com um local tranquilo ao ar livre pode tirar as fotos,NA,NA,NA,NA,NA,NA,NA,NA,23,Promotor
NA,Praia Ponta das Canárias - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Juliano S,teresina,130,Feita em 6 de agosto de 2013,0,5,lugar bonito!,"o lugar e bonito , mais esta deixando a desejar em estrutura, publica e particular, como hoteis, bares , restaurantes, os poucos bares que existe no local, são de baixa qualidade, servindo os nativos da regiao, para conhecer vale a pena",NA,NA,NA,NA,NA,NA,NA,NA,41,Promotor
https://www.tripadvisor.com.br/Attraction_Review-g2053365-d11923277-Reviews-SESC_Caixeiral-Parnaiba_State_of_Piaui.html,SESC Caixeiral - Parnaíba,NA,5,19,NA,NA,NA,NA,NA,NA,15,4,0,0,0,Alberto Dias,"-5.0937396,-42.74107815",124,Feita em 21 de novembro de 2022,0,4,Prédio histórico.,"A visita a este prédio histórico foi muito boa, no entanto, não contamos com a visita guiada, a qual, sem dúvida, contribuiu para que a visita não fosse mais proveitosa.",NA,NA,NA,NA,NA,NA,NA,NA,30,Promotor
NA,SESC Caixeiral - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ciwannyr A,NA,10,Feita em 27 de agosto de 2022,0,5,Grata surpresa em Parabaiba,"Prédio lindo, cheio de história. Guia Jedson é muito bom, contou um
Pouco da a história do Piauí e de Parnaíba. Recomendo a visita, superou minhas expectativas",NA,NA,NA,NA,NA,NA,NA,NA,27,Promotor
NA,SESC Caixeiral - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alisson de Souza Silva,NA,1,Feita em 10 de setembro de 2021,0,5,Satisfatória,"A paz que o local traz é divino, e a variedade sonora encanta a alma e torna ainda mais belo o ambiente",NA,NA,NA,NA,NA,NA,NA,NA,22,Promotor
NA,SESC Caixeiral - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simone,"-22.91413075,-43.44598205",6,Feita em 15 de fevereiro de 2020,0,5,Aula de história maravilhosa,"O local é lindo e fomos recepcionados pelo historiador Jedson Martins, que nos deu uma aula incrível sobre a importância da escola, bem como da história e cultura de Parnaíba.",NA,NA,NA,NA,NA,NA,NA,NA,30,Promotor
NA,SESC Caixeiral - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,felipe_sfa,"-23.6824124,-46.5952992",25,Feita em 21 de agosto de 2019,1,5,Passeio cultural imperdível em Parnaíba,"Amei visitar o Sesc Caixeiral. Além do prédio ser lindo, há um café com opções muito gostosas e preço bem honesto.

Além disso, estava rolando uma exposição do artista piauiense Ithalo Furtado que foi muito bacana. Me parece que sempre tem exposições assim por lá! Vale a pena a visita!",NA,NA,NA,NA,NA,NA,NA,NA,50,Promotor
NA,SESC Caixeiral - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MauroCostaPlane,"-3.79331445,-38.51961525",37,Feita em 2 de agosto de 2019,1,5,Uma surpreendente viagem pela história e pela cultura,"Em tempos onde cultura e história parece perderem cada vez mais relevância em nosso país e serem confundidos toda hora com política, ser surpreendido por um espaço cultural tão bem mantido e bem organizado dá um respiro de esperança. As boas referências que tive do Sesc Caixeiral foram totalmente contempladas durante nossa visita, que contou com o belo trabalho da Ana Beatriz, acadêmica de História que atendeu nossa Família de maneira muito delicada e com muita informação. Passeio indispensável para quem passar por Parnaíba, no lindo litoral piauiense.",NA,NA,NA,NA,NA,NA,NA,NA,88,Promotor
NA,SESC Caixeiral - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ed R,"-2.5606322,-44.258122",34,Feita em 29 de janeiro de 2019,0,5,SESC CAIXEIRAL E A HISTÓRIA DE PARNAIBA,"O SESC é muito atuante em toda a cidade, no Centro Caixeiral fomos muito bem recepcionados pelo historiador e cidadão Parnaibense com muito orgulho Jedson. A história do Centro Caixeiral se entrelaça com a história de Parnaiba em vários momentos, desde a sua criação até o sua até o final, abandono e ressurgimento após o apadrinhamento do SESC, quem gosta de saber a história dos lugares que visita não pode deixar de visitar.",NA,NA,NA,NA,NA,NA,NA,NA,73,Promotor
NA,SESC Caixeiral - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Antonio C Machado,"-3.79331445,-38.51961525",100,Feita em 18 de outubro de 2018,0,5,Ponto histórico da cidade com grande acervo documental e fotográfico.,"Prédio histórico restaurado, localizado bem no centro da cidade, contém grande quantidade de material histórico referente à tradição do estabelecimento, que antigamente se destinava a formação de contabilistas. Era a principal escola do gênero da cidade. Hoje, está transformado em museu. Visita obrigatória.",NA,NA,NA,NA,NA,NA,NA,NA,43,Promotor
NA,SESC Caixeiral - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tiatenia,"-22.91413075,-43.44598205",445,Feita em 27 de agosto de 2018,0,4,Arquitetura interessante,"Parece sem muitas atividades . Não conseguimos comer e pouco vimos, além de um espaço que deve ter tido vida, em algum momento.",NA,NA,NA,NA,NA,NA,NA,NA,23,Promotor
NA,SESC Caixeiral - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,admionesantos,"-2.93048835,-41.7306631",1,Feita em 12 de julho de 2018,0,5,Encontro de Rh,"Ambiente tranquilo, com uma programação diferenciada, um excelente atendimento, gostei de como as pessoas nos atendem.",NA,NA,NA,NA,NA,NA,NA,NA,16,Promotor
NA,SESC Caixeiral - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ivan S,"-21.17963235,-47.8025861",49,Feita em 18 de fevereiro de 2018,1,4,Lugar interessante de se conhecer em Parnaíba!,Local interessante de se conhecer em Parnaíba! Prédio bonito e bem conservado. Oportunidade para se conhecer a história de Paranaíba e do Piauí.,NA,NA,NA,NA,NA,NA,NA,NA,23,Promotor
NA,SESC Caixeiral - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Angela C,NA,95,Feita em 17 de novembro de 2017,1,4,Prédio historico restaurado e bem conservado,O SESC Caixeiral é um local a se conhecer em Parnaíba. Mobiliário  de época. Prédio preservadissimo. Tem biblioteca e um café  otimos.,NA,NA,NA,NA,NA,NA,NA,NA,22,Promotor
NA,SESC Caixeiral - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cleilton Soares S,"-15.7759057,-47.79711685",114,Feita em 4 de novembro de 2017,1,5,Sesc Caixeiral a um passo da praia!!,"Muito bom ter um Sesc bem pertinho da praia. Há área coberta com palhas de coqueiros em frente à praia, mas devido à época, venta muito no local.",NA,NA,NA,NA,NA,NA,NA,NA,28,Promotor
NA,SESC Caixeiral - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pamela688,"45.88988,6.12850305",74,Feita em 22 de setembro de 2017,0,5,Lugar para apreciar!!,"Um espaço aconchegante, exala à história, atendimento excelente, vale a pena prestigiar as exposições por lá e ficar de olho na programação do cinema, da música, eventos literários, cursos, palestras, enfim...muita coisa boa!!
Nao esqueçam de passar pelo cafezinho que tem lá dentro, super aconchegante, comida muito boa e preço super acessível!!",NA,NA,NA,NA,NA,NA,NA,NA,52,Promotor
NA,SESC Caixeiral - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luana A,"-3.79331445,-38.51961525",514,Feita em 6 de junho de 2017,0,5,Local encantador,"Adorei conhecer esse centro cultural. Eles oferecem muitas atividades extras para a população. Fui visitar no sábado e fiquei encantada com a quantidade de pessoas na biblioteca, com o tour guiado e com a atenção dos funcionários.",NA,NA,NA,NA,NA,NA,NA,NA,37,Promotor
NA,SESC Caixeiral - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tyciane S,"-5.0937396,-42.74107815",18,Feita em 19 de dezembro de 2016,2,5,Estonteante!,"Prédio suntuoso de caráter histórico, para atividades artístico-culturais, que conta com biblioteca moderna e acessível, sala de vídeo, café, além de acervo com mobiliário histórico, aberto ao público e gratuito.",NA,NA,NA,NA,NA,NA,NA,NA,30,Promotor
NA,SESC Caixeiral - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sebastian D,NA,14,NA,0,5,centro cultural impressionante,"Inesperadamente para uma cidade tão pequena como Parna ba, este centro cultural oferece muito, em particular um cinema e um excelente café. Nós assistimos a dois concertos alternativos muito bons lá.",Edinice S,"-2.93048835,-41.7306631",NA,Motivo pelo qual a Caixeiral foi fundada,Cassiano_Garcia,"-2.93048835,-41.7306631",14,"Fundada por caixeiros viajantes e representantes do comércio local, a União Caixeiral foi a primeira escola de comércio do Estado do Piauí. Foi fundada em 28 de abril de 1918. O imóvel faz parte da história da Parnaíba e foi tombado pelo IPHAN – Instituto de Patrimônio Histórico e Artístico Nacional. O prédio foi transformado em Centro Cultural João Paulo dos Reis Velloso a ser inaugurado dia 30 abril de 2015.",31,Promotor
https://www.tripadvisor.com.br/Attraction_Review-g737071-d4057009-Reviews-Amor_Beach-Tutoia_State_of_Maranhao.html,Praia do Amor - Tutóia,NA,45,67,NA,NA,NA,NA,NA,NA,49,14,3,1,0,Ana Maria Carvalho,NA,8,Feita em 27 de dezembro de 2022,0,4,Aventura de buggy,"Uma verdadeira aventura para chegar nessa linda praia deserta! Valeu a pena dar gargalhadas no trajeto durante subidas e descidas nas dunas e ficar com respingos de lama da praia. Na chegada, tomar banho na água quentinha foi maravilhoso!",NA,NA,NA,NA,NA,NA,NA,NA,39,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vilma Fontenelle,NA,4,Feita em 27 de agosto de 2022,0,5,Tutoia e seus encantos.,"Gostei muito do passeio de bugre pelas praias. A praia do Amor é linda mas qdo passei a maré estava baixa. Amei a Lagoa dos Coqueiros é um cenário lindo, as dunas as lagoas e os coqueiros. Só passei por Tutoia e fiz esse passeio. Recomendo",NA,NA,NA,NA,NA,NA,NA,NA,46,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rafael C Vieira,NA,3,Feita em 17 de fevereiro de 2022,0,5,Vale a PENA IR!,"Conheço boa parte do litoral maranhense, mas essa praia do amor é algo surreal. Uma vibe de praia virgem!",NA,NA,NA,NA,NA,NA,NA,NA,19,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ronaldo G,NA,39,Feita em 24 de outubro de 2020,1,5,Adorei a visita em Tutoia,"Eu amei a minha visita a Tutoia. A depois de Banhar nas aguas do rio magu em Araioses,  tutoia e porta de entrada para os Pequenos Lencois rumo em direcao aos Lencois Maranhenses.  Adorei a praia do amor.   Na proxima vez que visitar Tutoia  vai ser com toda a minha familia. Um noticia boa foi que acabei de saber que a partir do dia 20 de Dezembro, 2020,   o aeroporto de  Parnaiba , 120 km,   vai  receber 2 voos semanais de diretamente do Aeroporto de Campina/Sao Paulo.   Todas as Quartas e Domingos pela Azul linhas aereas.",NA,NA,NA,NA,NA,NA,NA,NA,96,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vania F,"-2.5606322,-44.258122",4,Feita em 9 de setembro de 2020,0,5,No grupo familiar tínhamos crianças com necessidades alimentares especiais e uma pessoa idosa e não sentimos dificuldade,Foi oferecida a possibilidade de termos o café da manhã fora do restaurante  para serem atendidas as nossas necessidades,NA,NA,NA,NA,NA,NA,NA,NA,19,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Denyse V,NA,35,Feita em 2 de setembro de 2020,0,5,Praia linda água deliciosa mas com ondas fortes,"A praia é limpa e com água muito gostosa, tem umas poças no começo que são ótimas para crianças mas tem que estar atento a maré que sobre bem rápido, as ondas são fortes então é necessário cuidado e atenção.",NA,NA,NA,NA,NA,NA,NA,NA,40,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zilda S,NA,5,Feita em 2 de fevereiro de 2020,0,5,Imperdível para quem gosta de uma praia particular,"Fui de quadriciclo, passeio imperdível. Praia deserta, grande e linda. Fora que passamos em dunas e lagoas também, ou seja, um passeio maravilhoso. Não deixe de ir se estiver na região.",NA,NA,NA,NA,NA,NA,NA,NA,31,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mayra J,"-15.7759057,-47.79711685",60,Feita em 10 de janeiro de 2020,0,5,Praia virgem e águas quentes,"É preciso um guia é uma 4x4 pois o caminho é difícil e perigoso (areia movediça e nenhuma sinalização). Pegamos um rapaz para nos guiar no povoado do Arpoador. A praia é deliciosa, águas quentes e poucas ondas. Vale a visita!",NA,NA,NA,NA,NA,NA,NA,NA,41,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,João Vasconcellos,NA,5,Feita em 5 de setembro de 2019,0,5,caminho para os pequenos lençóis,"A Praia do Amor é passagem obrigatória para que vai aos pequenos lençóis maranhenses. Possui uma paisagem bucólica, própria ao aconchego de casais. Aliás, o nome da praia já denota sua vocação. Para quem vai só ou com amigos é um bom local para pescar e/ou apreciar a paisagem.",NA,NA,NA,NA,NA,NA,NA,NA,49,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LUIS FERNANDO A,"-2.76045075,-42.27506805",4,Feita em 6 de agosto de 2019,0,5,Paradisíaca,"Praia linda. Não muito agitada.  Acesso exclusivo com 4x4, quadricio ou motocicleta, e sempre acompanhado por um guia local, devido a areia movediça que tem na região. Mas fora isso, a praia é maravilhosa e depous aida pode tomar um banho nas lagos que se formam nas dunas, no período das chuvas.",NA,NA,NA,NA,NA,NA,NA,NA,52,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maria Giovane Luz,"-16.6958759,-49.30426735",118,Feita em 31 de maio de 2019,1,5,Mais uma bela praia,"Tutoia oferece um um conjunto de belas praias, e a praia do amor e só mais uma. Vale demais passar pela regiao e comprovar o que setou falando",NA,NA,NA,NA,NA,NA,NA,NA,28,Promotor
NA,Praia do Amor - Tutóia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SilviaTarumoto,"-21.9635147,-51.3537843",89,Feita em 24 de dezembro de 2018,1,5,Passeio em família,"Praia limpa e linda! Praia deserta, só nós na praia. O guia foi com a caminhonete bem proximo a praia, não precisamos caminhar quase nada. Foi ótimo porque fui com meu bebê de 8 meses e meus sogros de idade. Agua quentinha e limpa! Valeu a pena!",NA,NA,NA,NA,NA,NA,NA,NA,47,Promotor
